"cortical",": of, relating to, or consisting of cortex : involving or resulting from the action or condition of the cerebral cortex"
"cortisol",": a glucocorticoid C21H30O5 produced by the adrenal cortex upon stimulation by ACTH that mediates various metabolic processes (such as gluconeogenesis), has anti-inflammatory and immunosuppressive properties, and whose levels in the blood may become elevated in response to physical or psychological stress"
"corvette",": a warship ranking in the old sailing navies next below a frigate : a highly maneuverable armed escort ship that is smaller than a destroyer"
"cory",": CORYDORAS"
"cosmetic",": of, relating to, or making for beauty especially of the complexion : BEAUTIFYING : done or made for the sake of appearance: such as : correcting defects especially of the face : DECORATIVE, ORNAMENTAL : not substantive : SUPERFICIAL : visually appealing"
"cosmetics",": of, relating to, or making for beauty especially of the complexion : BEAUTIFYING : done or made for the sake of appearance: such as : correcting defects especially of the face : DECORATIVE, ORNAMENTAL : not substantive : SUPERFICIAL : visually appealing"
"cosmic",": of or relating to the cosmos, the extraterrestrial vastness, or the universe in contrast to the earth alone : of, relating to, or concerned with abstract spiritual or metaphysical (see METAPHYSICAL sense 2) ideas : characterized by greatness especially in extent, intensity, or comprehensiveness"
"cosmo",": having wide international sophistication : WORLDLY : composed of persons, constituents, or elements from all or many parts of the world : having worldwide rather than limited or provincial scope or bearing : found in most parts of the world and under varied ecological conditions"
"cosmopolitan",": having wide international sophistication : WORLDLY : composed of persons, constituents, or elements from all or many parts of the world : having worldwide rather than limited or provincial scope or bearing : found in most parts of the world and under varied ecological conditions"
"cosmos",": UNIVERSE sense 1 : an orderly harmonious systematic universe
compare CHAOS : ORDER, HARMONY : a complex orderly self-inclusive system : any of a genus (Cosmos) of tropical American composite herbs : a widely cultivated tall annual (C. bipinnatus) with yellow or red disks and showy ray flowers"
"cosplay",": the activity or practice of dressing up as a character from a work of fiction (such as a comic book, video game, or television show)"
"cost",": the amount or equivalent paid or charged for something : PRICE : the outlay or expenditure (as of effort or sacrifice) made to achieve an object : loss or penalty incurred especially in gaining something : expenses incurred in a judicial process : those given by the law or the court to the prevailing party against the losing party"
"costa","Definition not found"
"costing","Definition not found"
"costly","Definition not found"
"costs","Definition not found"
"costume","Definition not found"
"costumes","Definition not found"
"cosy","Definition not found"
"cot","Definition not found"
"cottage","Definition not found"
"cottages","Definition not found"
"cotton","Definition not found"
"couch","Definition not found"
"cougar","Definition not found"
"cougars","Definition not found"
"cough",": to expel air from the lungs suddenly with a sharp, short noise : to emit a cough (see COUGH entry 2 sense 1) : to make a noise like that of coughing"
"coughing",": to expel air from the lungs suddenly with a sharp, short noise : to emit a cough (see COUGH entry 2 sense 1) : to make a noise like that of coughing"
"coughs",": to expel air from the lungs suddenly with a sharp, short noise : to emit a cough (see COUGH entry 2 sense 1) : to make a noise like that of coughing"
"could",""
"coulter",": a cutting tool (such as a knife or sharp disc) that is attached to the beam of a plow, makes a vertical cut in the surface, and permits clean separation and effective covering of the soil and materials being turned under"
"council",": an assembly or meeting for consultation, advice, or discussion : a group elected or appointed as an advisory or legislative body : a usually administrative body : an executive body whose members are equal in power and authority : a governing body of delegates from local units of a federation : deliberation in a council : a federation of or a central body uniting a group of organizations : a local chapter of an organization : CLUB, SOCIETY"
"councillor",": a member of a council"
"councillors",": a member of a council"
"councilman",": a member of a council (as of a town or city)"
"councils",": an assembly or meeting for consultation, advice, or discussion : a group elected or appointed as an advisory or legislative body : a usually administrative body : an executive body whose members are equal in power and authority : a governing body of delegates from local units of a federation : deliberation in a council : a federation of or a central body uniting a group of organizations : a local chapter of an organization : CLUB, SOCIETY"
"counsel",": advice given especially as a result of consultation : a policy or plan of action or behavior : DELIBERATION, CONSULTATION : PURPOSE : guarded thoughts or intentions : a lawyer engaged in the trial or management of a case in court : a lawyer appointed to advise and represent in legal matters an individual client or a corporate and especially a public body : CONSULTANT sense 2"
"counseling",": professional guidance of the individual by utilizing psychological methods especially in collecting case history data, using various techniques of the personal interview, and testing interests and aptitudes"
"counselling",": advice given especially as a result of consultation : a policy or plan of action or behavior : DELIBERATION, CONSULTATION : PURPOSE : guarded thoughts or intentions : a lawyer engaged in the trial or management of a case in court : a lawyer appointed to advise and represent in legal matters an individual client or a corporate and especially a public body : CONSULTANT sense 2"
"counsellor",": a person who gives advice or counseling : LAWYER : one that gives advice in law and manages cases for clients in court : one who has supervisory duties at a summer camp"
"counselor",": a person who gives advice or counseling : LAWYER : one that gives advice in law and manages cases for clients in court : one who has supervisory duties at a summer camp"
"counselors",": a person who gives advice or counseling : LAWYER : one that gives advice in law and manages cases for clients in court : one who has supervisory duties at a summer camp"
"count",": to indicate or name by units or groups so as to find the total number of units involved : NUMBER : to name the numbers in order up to and including : to include in a tallying and reckoning : to call aloud (beats or time units) : CONSIDER, ACCOUNT : to record as of an opinion or persuasion : to include or exclude by or as if by counting"
"countdown",": an audible backward counting in fixed units (such as seconds) from an arbitrary starting number to mark the time remaining before an event : preparations carried on during such a count"
"counted",": to indicate or name by units or groups so as to find the total number of units involved : NUMBER : to name the numbers in order up to and including : to include in a tallying and reckoning : to call aloud (beats or time units) : CONSIDER, ACCOUNT : to record as of an opinion or persuasion : to include or exclude by or as if by counting"
"counter",": a piece (as of metal or plastic) used in reckoning or in games : something of value in bargaining : ASSET : a level surface (such as a table, shelf or display case) over which transactions are conducted or food is served or on which goods are displayed or work is conducted"
"counteract",": to make ineffective or restrain or neutralize the usually ill effects of by means of an opposite force, action, or influence"
"countered",": a piece (as of metal or plastic) used in reckoning or in games : something of value in bargaining : ASSET : a level surface (such as a table, shelf or display case) over which transactions are conducted or food is served or on which goods are displayed or work is conducted"
"counterfeit",": made in imitation of something else with intent to deceive : FORGED : INSINCERE, FEIGNED : IMITATION"
"countering",": a piece (as of metal or plastic) used in reckoning or in games : something of value in bargaining : ASSET : a level surface (such as a table, shelf or display case) over which transactions are conducted or food is served or on which goods are displayed or work is conducted"
"counterpart",": one of two corresponding copies of a legal instrument : DUPLICATE : a thing that fits another perfectly : something that completes : COMPLEMENT : one remarkably similar to another : one having the same function or characteristics as another"
"counterparts",": one of two corresponding copies of a legal instrument : DUPLICATE : a thing that fits another perfectly : something that completes : COMPLEMENT : one remarkably similar to another : one having the same function or characteristics as another"
"counterpoint",": a complementing or contrasting item : OPPOSITE : use of contrast or interplay of elements in a work of art (such as a drama) : one or more independent melodies added above or below a given melody : the combination of two or more independent melodies into a single harmonic texture in which each retains its linear character : POLYPHONY"
"counters",": a piece (as of metal or plastic) used in reckoning or in games : something of value in bargaining : ASSET : a level surface (such as a table, shelf or display case) over which transactions are conducted or food is served or on which goods are displayed or work is conducted"
"countess",": the wife or widow of an earl or count : a woman who holds in her own right the rank of earl or count"
"counties",": the domain of a count : one of the territorial divisions of England and Wales and formerly also of Scotland and Northern Ireland constituting the chief units for administrative, judicial, and political purposes : the people of a county : the gentry of a county : the largest territorial division for local government within a state of the U.S. : the largest local administrative unit in various countries"
"counting",": to indicate or name by units or groups so as to find the total number of units involved : NUMBER : to name the numbers in order up to and including : to include in a tallying and reckoning : to call aloud (beats or time units) : CONSIDER, ACCOUNT : to record as of an opinion or persuasion : to include or exclude by or as if by counting"
"countless",": too numerous to be counted : MYRIAD, MANY"
"countries",": an indefinite usually extended expanse of land : REGION : the land of a person's birth, residence, or citizenship : a political state or nation or its territory : the people of a state or district : POPULACE : JURY : ELECTORATE sense 2 : rural as distinguished from urban areas : COUNTRY MUSIC : COUNTRY ROCK sense 2"
"country",": an indefinite usually extended expanse of land : REGION : the land of a person's birth, residence, or citizenship : a political state or nation or its territory : the people of a state or district : POPULACE : JURY : ELECTORATE sense 2 : rural as distinguished from urban areas : COUNTRY MUSIC : COUNTRY ROCK sense 2"
"countrymen",": an inhabitant or native of a specified country : COMPATRIOT : one living in the country or marked by country ways : RUSTIC"
"countryside",": a rural area : the inhabitants of a countryside"
"counts",": to indicate or name by units or groups so as to find the total number of units involved : NUMBER : to name the numbers in order up to and including : to include in a tallying and reckoning : to call aloud (beats or time units) : CONSIDER, ACCOUNT : to record as of an opinion or persuasion : to include or exclude by or as if by counting"
"county",": the domain of a count : one of the territorial divisions of England and Wales and formerly also of Scotland and Northern Ireland constituting the chief units for administrative, judicial, and political purposes : the people of a county : the gentry of a county : the largest territorial division for local government within a state of the U.S. : the largest local administrative unit in various countries"
"coup",": a sudden decisive exercise of force in politics and especially the violent overthrow or alteration of an existing government by a small group : COUP D'ÉTAT : a brilliant, sudden, and usually highly successful stroke or act see also COUP DE GRÂCE"
"coupe",": a four-wheeled closed horse-drawn carriage for two persons inside with an outside seat for the driver in front : a 2-door automobile often seating only two persons : one with a tight-spaced rear seat
compare SEDAN"
"couple",": two persons married, engaged, or otherwise romantically paired : two persons paired together : PAIR, BRACE : something that joins or links two things together: such as : two equal and opposite forces that act along parallel lines : a pair of substances that in contact with an electrolyte (see ELECTROLYTE sense 1) participate in a transfer of electrons which causes an electric current to flow : an indefinite small number : FEW"
"coupled",": two persons married, engaged, or otherwise romantically paired : two persons paired together : PAIR, BRACE : something that joins or links two things together: such as : two equal and opposite forces that act along parallel lines : a pair of substances that in contact with an electrolyte (see ELECTROLYTE sense 1) participate in a transfer of electrons which causes an electric current to flow : an indefinite small number : FEW"
"couples",": two persons married, engaged, or otherwise romantically paired : two persons paired together : PAIR, BRACE : something that joins or links two things together: such as : two equal and opposite forces that act along parallel lines : a pair of substances that in contact with an electrolyte (see ELECTROLYTE sense 1) participate in a transfer of electrons which causes an electric current to flow : an indefinite small number : FEW"
"coupling",": the act of bringing or coming together : PAIRING : sexual union : a device that serves to connect the ends of adjacent parts or objects : the joining of or the part of the body that joins the hindquarters to the forequarters of a quadruped : a means of electric connection of two electric circuits by having a part common to both"
"coupon",": a statement of due interest to be cut from a bearer bond when payable and presented for payment : the interest rate of a coupon : a small piece of paper that allows one to get a service or product for free or at a lower price: such as : one of a series of attached tickets or certificates often to be detached and presented as needed : a ticket or form authorizing purchases of rationed commodities : a certificate or similar evidence of a purchase redeemable in premiums : a part of a printed advertisement to be cut off to use as an order blank or inquiry form or to obtain a discount on merchandise or services"
"coupons",": a statement of due interest to be cut from a bearer bond when payable and presented for payment : the interest rate of a coupon : a small piece of paper that allows one to get a service or product for free or at a lower price: such as : one of a series of attached tickets or certificates often to be detached and presented as needed : a ticket or form authorizing purchases of rationed commodities : a certificate or similar evidence of a purchase redeemable in premiums : a part of a printed advertisement to be cut off to use as an order blank or inquiry form or to obtain a discount on merchandise or services"
"courage",": mental or moral strength to venture, persevere, and withstand danger, fear, or difficulty"
"courageous",": having or characterized by courage : BRAVE"
"courier",": MESSENGER: such as : a member of a diplomatic (see DIPLOMATIC sense 2) service entrusted with bearing messages : an espionage agent transferring secret information : a runner of contraband (see CONTRABAND sense 2) : a member of the armed services whose duties include carrying mail, information, or supplies : a traveler's paid attendant : a tourists' guide employed by a travel agency"
"course",": the act or action of moving in a path from point to point : the path over which something moves or extends: such as : RACECOURSE : the direction of travel of a vehicle (such as a ship or airplane) usually measured as a clockwise angle from north : the projected path of travel : a point of the compass : WATERCOURSE : GOLF COURSE : accustomed procedure or normal action : a chosen manner of conducting oneself : way of acting : progression through a development or period or a series of acts or events : LIFE HISTORY, CAREER : an ordered process or succession: such as : a number of lectures or other matter dealing with a subject : a series of such courses constituting a curriculum : a series of doses or medications administered over a designated period : a part of a meal served at one time : LAYER : a continuous level range of brick or masonry throughout a wall : the lowest sail on a square-rigged mast"
"courses",": the act or action of moving in a path from point to point : the path over which something moves or extends: such as : RACECOURSE : the direction of travel of a vehicle (such as a ship or airplane) usually measured as a clockwise angle from north : the projected path of travel : a point of the compass : WATERCOURSE : GOLF COURSE : accustomed procedure or normal action : a chosen manner of conducting oneself : way of acting : progression through a development or period or a series of acts or events : LIFE HISTORY, CAREER : an ordered process or succession: such as : a number of lectures or other matter dealing with a subject : a series of such courses constituting a curriculum : a series of doses or medications administered over a designated period : a part of a meal served at one time : LAYER : a continuous level range of brick or masonry throughout a wall : the lowest sail on a square-rigged mast"
"court",": the residence or establishment of a sovereign or similar dignitary : a sovereign's formal assembly of councillors and officers : the sovereign and officers and advisers who are the governing power : the family and retinue of a sovereign : a reception held by a sovereign : a manor house or large building surrounded by usually enclosed grounds : MOTEL : an open space enclosed wholly or partly by buildings or circumscribed by a single building : a quadrangular space walled or marked off for playing one of various games with a ball (such as tennis, handball, or basketball) : a division of such a court : a wide alley with only one opening onto a street : an official assembly for the transaction of judicial business
see also COURT-PACKING, PACK THE COURT : a session of such a court : a place (such as a chamber) for the administration of justice see also TAKE TO COURT : a judge or judges in session : a faculty or agency of judgment or evaluation : an assembly or board with legislative or administrative powers : PARLIAMENT, LEGISLATURE : conduct or attention intended to win favor or dispel hostility : HOMAGE"
"courteous",": marked by polished manners, gallantry, or ceremonial usage of a court : marked by respect for and consideration of others"
"courtesy",": behavior marked by polished manners or respect for others : courteous behavior : a courteous and respectful act or expression : general allowance despite facts : INDULGENCE : consideration, cooperation, and generosity in providing something (such as a gift or privilege) : AGENCY, MEANS"
"courthouse",": a building in which courts of law are regularly held : the principal building in which county offices are housed : COUNTY SEAT"
"courting",": the residence or establishment of a sovereign or similar dignitary : a sovereign's formal assembly of councillors and officers : the sovereign and officers and advisers who are the governing power : the family and retinue of a sovereign : a reception held by a sovereign : a manor house or large building surrounded by usually enclosed grounds : MOTEL : an open space enclosed wholly or partly by buildings or circumscribed by a single building : a quadrangular space walled or marked off for playing one of various games with a ball (such as tennis, handball, or basketball) : a division of such a court : a wide alley with only one opening onto a street : an official assembly for the transaction of judicial business
see also COURT-PACKING, PACK THE COURT : a session of such a court : a place (such as a chamber) for the administration of justice see also TAKE TO COURT : a judge or judges in session : a faculty or agency of judgment or evaluation : an assembly or board with legislative or administrative powers : PARLIAMENT, LEGISLATURE : conduct or attention intended to win favor or dispel hostility : HOMAGE"
"courtroom",": a room in which a court of law is held"
"courts",": the residence or establishment of a sovereign or similar dignitary : a sovereign's formal assembly of councillors and officers : the sovereign and officers and advisers who are the governing power : the family and retinue of a sovereign : a reception held by a sovereign : a manor house or large building surrounded by usually enclosed grounds : MOTEL : an open space enclosed wholly or partly by buildings or circumscribed by a single building : a quadrangular space walled or marked off for playing one of various games with a ball (such as tennis, handball, or basketball) : a division of such a court : a wide alley with only one opening onto a street : an official assembly for the transaction of judicial business
see also COURT-PACKING, PACK THE COURT : a session of such a court : a place (such as a chamber) for the administration of justice see also TAKE TO COURT : a judge or judges in session : a faculty or agency of judgment or evaluation : an assembly or board with legislative or administrative powers : PARLIAMENT, LEGISLATURE : conduct or attention intended to win favor or dispel hostility : HOMAGE"
"courtship",": the act, process, or period of courting"
"courtyard",": a court or enclosure adjacent to a building (such as a house or palace)"
"cousin",": a child of one's uncle or aunt : a relative descended from one's grandparent or more remote ancestor by two or more steps and in a different line : KINSMAN, RELATIVE : one associated with or related to another : COUNTERPART : a member of a group regarded as ethnically or culturally related"
"cousins","Norman 1912–1990 American editor and essayist"
"couture",": the business of designing, making, and selling fashionable custom-made clothing : the designers and establishments engaged in couture : the clothes created by couture"
"cove",": a recessed place : CONCAVITY: such as : an architectural member with a concave cross section : a trough for concealed lighting at the upper part of a wall : a small sheltered inlet or bay : a deep recess or small valley in the side of a mountain : a level area sheltered by hills or mountains"
"coven",": a collection of individuals with similar interests or activities : an assembly or band of usually 13 witches"
"covenant",": a usually formal, solemn, and binding agreement : COMPACT : a written agreement or promise usually under seal between two or more parties especially for the performance of some action : the common-law action to recover damages for breach of such a contract"
"cover",": to guard from attack : to have within the range of one's guns : COMMAND : to hold within range of an aimed firearm : to afford protection or security to : INSURE : to afford protection against or compensation (see COMPENSATION sense 2) for : to guard (an opponent) in order to obstruct a play : to be in position to receive a throw to (a base in baseball) : to make provision for (a demand or charge) by means of a reserve or deposit : to maintain a check on especially by patrolling : to protect by contrivance or expedient : to hide from sight or knowledge : CONCEAL : to lie over : ENVELOP : to lay or spread something over : OVERLAY : to spread over : to appear here and there on the surface of : to place or set a cover or covering over : to copulate with (a female animal) : to sit on and incubate (eggs) : to invest with a large or excessive amount of something : to play a higher-ranking card on (a previously played card) : to have sufficient scope to include or take into account : to deal with : TREAT : to have as one's territory or field of activity : to report news about : to pass over : TRAVERSE : to defray the cost of : to place one's stake in equal jeopardy within a bet : to buy securities or commodities for delivery against (an earlier short sale) : to record or perform a cover of (a song)"
"coverage",": something that covers: such as : inclusion within the scope of an insurance policy or protective plan : INSURANCE : the amount available to meet liabilities : inclusion within the scope of discussion or reporting : the total group covered : SCOPE: such as : all the risks covered by the terms of an insurance contract : the number or percentage of persons reached by a communications medium : the act or fact of covering"
"covered",": to guard from attack : to have within the range of one's guns : COMMAND : to hold within range of an aimed firearm : to afford protection or security to : INSURE : to afford protection against or compensation (see COMPENSATION sense 2) for : to guard (an opponent) in order to obstruct a play : to be in position to receive a throw to (a base in baseball) : to make provision for (a demand or charge) by means of a reserve or deposit : to maintain a check on especially by patrolling : to protect by contrivance or expedient : to hide from sight or knowledge : CONCEAL : to lie over : ENVELOP : to lay or spread something over : OVERLAY : to spread over : to appear here and there on the surface of : to place or set a cover or covering over : to copulate with (a female animal) : to sit on and incubate (eggs) : to invest with a large or excessive amount of something : to play a higher-ranking card on (a previously played card) : to have sufficient scope to include or take into account : to deal with : TREAT : to have as one's territory or field of activity : to report news about : to pass over : TRAVERSE : to defray the cost of : to place one's stake in equal jeopardy within a bet : to buy securities or commodities for delivery against (an earlier short sale) : to record or perform a cover of (a song)"
"covering",": something that covers or conceals"
"covers",": to guard from attack : to have within the range of one's guns : COMMAND : to hold within range of an aimed firearm : to afford protection or security to : INSURE : to afford protection against or compensation (see COMPENSATION sense 2) for : to guard (an opponent) in order to obstruct a play : to be in position to receive a throw to (a base in baseball) : to make provision for (a demand or charge) by means of a reserve or deposit : to maintain a check on especially by patrolling : to protect by contrivance or expedient : to hide from sight or knowledge : CONCEAL : to lie over : ENVELOP : to lay or spread something over : OVERLAY : to spread over : to appear here and there on the surface of : to place or set a cover or covering over : to copulate with (a female animal) : to sit on and incubate (eggs) : to invest with a large or excessive amount of something : to play a higher-ranking card on (a previously played card) : to have sufficient scope to include or take into account : to deal with : TREAT : to have as one's territory or field of activity : to report news about : to pass over : TRAVERSE : to defray the cost of : to place one's stake in equal jeopardy within a bet : to buy securities or commodities for delivery against (an earlier short sale) : to record or perform a cover of (a song)"
"covert",": not openly shown, engaged in, or avowed : VEILED : covered over : SHELTERED"
"covet",": to wish for earnestly : to desire (what belongs to another) inordinately or culpably"
"coveted",": earnestly wished for or sought after"
"covey",": a mature bird or pair of birds with a brood of young : a small flock : COMPANY, GROUP"
"covid",": a mild to severe respiratory illness that is caused by a coronavirus (Severe acute respiratory syndrome coronavirus 2 of the genus Betacoronavirus), is transmitted chiefly by contact with infectious material (such as respiratory droplets), and is characterized especially by fever, cough, loss of taste or smell, and shortness of breath and may progress to pneumonia and respiratory failure : the coronavirus that causes COVID-19 : SARS-COV-2"
"cow",": the mature female of cattle (genus Bos) : the mature female of various usually large animals (such as an elephant, whale, or moose) : a domestic bovine animal regardless of sex or age : an unpleasant, annoying, or vacuous woman"
"cowan",": one who is not a Freemason : one who would pretend to Freemasonry or intrude upon its secrets"
"coward",": one who shows disgraceful fear or timidity"
"cowardice",": lack of courage or firmness of purpose"
"cowardly",": in a cowardly manner"
"cowards",": one who shows disgraceful fear or timidity"
"cowboy",": one who tends cattle or horses : a usually mounted cattle-ranch hand : a rodeo performer : one having qualities (such as recklessness, aggressiveness, or independence) popularly associated with cowboys: such as : a reckless driver : a business or businessperson operating in an uncontrolled or unregulated manner"
"cowboys",": one who tends cattle or horses : a usually mounted cattle-ranch hand : a rodeo performer : one having qualities (such as recklessness, aggressiveness, or independence) popularly associated with cowboys: such as : a reckless driver : a business or businessperson operating in an uncontrolled or unregulated manner"
"cower",": to shrink away or crouch especially for shelter from something that menaces, domineers, or dismays"
"coworker",": one who works with another : a fellow worker"
"coworkers",": one who works with another : a fellow worker"
"cows",": the mature female of cattle (genus Bos) : the mature female of various usually large animals (such as an elephant, whale, or moose) : a domestic bovine animal regardless of sex or age : an unpleasant, annoying, or vacuous woman"
"cox",": COXSWAIN"
"coy",": marked by cute, coquettish, or artful playfulness : shrinking from contact or familiarity : showing reluctance to make a definite commitment"
"coyly",": marked by cute, coquettish, or artful playfulness : shrinking from contact or familiarity : showing reluctance to make a definite commitment"
"coyote",": a buff-gray to reddish-gray swift carnivorous mammal (Canis latrans) of North America that is closely related to but smaller than the wolf, has a narrow pointed muzzle and triangular ears, hunts singly or in small groups, and is known for its various distinctive vocalizations (such as barks, yips, and howls) : one who smuggles immigrants into the U.S."
"coyotes",": a buff-gray to reddish-gray swift carnivorous mammal (Canis latrans) of North America that is closely related to but smaller than the wolf, has a narrow pointed muzzle and triangular ears, hunts singly or in small groups, and is known for its various distinctive vocalizations (such as barks, yips, and howls) : one who smuggles immigrants into the U.S."
"coz",": COUSIN"
"cozy",": enjoying or affording warmth and ease : SNUG : marked by or providing contentment or comfort : marked by the intimacy of the family or a close group : marked by or suggesting close association or connivance : marked by a discreet and cautious attitude or procedure"
"crab",": any of numerous chiefly marine broadly built decapod crustaceans: : any of an infraorder (Brachyura) with a short broad usually flattened carapace, a small abdomen that curls forward beneath the body, short antennae, and the anterior pair of limbs modified as grasping pincers : any of various crustaceans of an infraorder (Anomura) resembling true crabs in the more or less reduced condition of the abdomen : CANCER sense 1 : infestation with crab lice : the angular difference between an aircraft's course and the heading necessary to make that course in the presence of a crosswind"
"crabs",": any of numerous chiefly marine broadly built decapod crustaceans: : any of an infraorder (Brachyura) with a short broad usually flattened carapace, a small abdomen that curls forward beneath the body, short antennae, and the anterior pair of limbs modified as grasping pincers : any of various crustaceans of an infraorder (Anomura) resembling true crabs in the more or less reduced condition of the abdomen : CANCER sense 1 : infestation with crab lice : the angular difference between an aircraft's course and the heading necessary to make that course in the presence of a crosswind"
"crack",": to make a very sharp explosive sound : to break, split, or snap apart : FAIL: such as : to lose control or effectiveness under pressure : to fail in tone : to go or travel at good speed"
"crackdown",": an act or instance of cracking down"
"cracked",": broken (as by a sharp blow) so that the surface is fissured : broken into coarse particles : marked by harshness, dissonance, or failure to sustain a tone : marked by thought or action that lacks reason"
"cracker",": a bragging liar : BOASTER : something that makes a cracking or snapping noise: such as : FIRECRACKER : the snapping end of a whiplash : SNAPPER : a paper holder for a party favor that pops when the ends are pulled sharply : NUTCRACKER : a dry thin crispy baked bread product that may be leavened or unleavened : a native or resident of Florida or Georgia : the equipment in which cracking (as of petroleum) is carried out : HACKER sense 4"
"crackers",": marked by thought or action that lacks reason"
"cracking",": very impressive or effective : GREAT"
"cracks",": to make a very sharp explosive sound : to break, split, or snap apart : FAIL: such as : to lose control or effectiveness under pressure : to fail in tone : to go or travel at good speed"
"cradle",": a bed or cot for a baby usually on rockers or pivots : a framework or support suggestive of a baby's cradle: such as : a framework of bars and rods : the support for a telephone receiver or handset : a charging station for a device (such as a smartphone or tablet) : an implement with rods like fingers attached to a scythe and used formerly for harvesting grain : a frame to keep the bedclothes from contact with an injured part of the body : the earliest period of life : INFANCY : a place of origin : a rocking device used in panning for gold"
"craft",": skill in planning, making, or executing : DEXTERITY : an occupation, trade, or activity requiring manual dexterity or artistic skill : articles made by craftspeople : skill in deceiving to gain an end : the members of a trade or trade association : a boat especially of small size : AIRCRAFT : SPACECRAFT"
"crafted",": skill in planning, making, or executing : DEXTERITY : an occupation, trade, or activity requiring manual dexterity or artistic skill : articles made by craftspeople : skill in deceiving to gain an end : the members of a trade or trade association : a boat especially of small size : AIRCRAFT : SPACECRAFT"
"crafting",": skill in planning, making, or executing : DEXTERITY : an occupation, trade, or activity requiring manual dexterity or artistic skill : articles made by craftspeople : skill in deceiving to gain an end : the members of a trade or trade association : a boat especially of small size : AIRCRAFT : SPACECRAFT"
"crafts",": skill in planning, making, or executing : DEXTERITY : an occupation, trade, or activity requiring manual dexterity or artistic skill : articles made by craftspeople : skill in deceiving to gain an end : the members of a trade or trade association : a boat especially of small size : AIRCRAFT : SPACECRAFT"
"craftsman",": a person and especially a man who practices a trade or handicraft as a job : a person and especially a man who is skilled in a craft (see CRAFT entry 1 sense 2a)"
"craftsmanship",": a person and especially a man who practices a trade or handicraft as a job : a person and especially a man who is skilled in a craft (see CRAFT entry 1 sense 2a)"
"craftsmen",": a person and especially a man who practices a trade or handicraft as a job : a person and especially a man who is skilled in a craft (see CRAFT entry 1 sense 2a)"
"crafty",": SKILLFUL, CLEVER : adept in the use of subtlety and cunning : marked by subtlety and guile"
"craig",": CRAG entry 1"
"cram",": to pack tight : JAM : to fill with food to satiety : STUFF : to eat voraciously : BOLT : to thrust in or as if in a rough or forceful manner : to prepare hastily for an examination"
"crammed",": to pack tight : JAM : to fill with food to satiety : STUFF : to eat voraciously : BOLT : to thrust in or as if in a rough or forceful manner : to prepare hastily for an examination"
"cramp",": a painful involuntary spasmodic contraction of a muscle : a temporary paralysis of muscles from overuse
compare WRITER'S CRAMP : sharp abdominal pain : persistent and often intense though dull lower abdominal pain associated with dysmenorrhea"
"cramped",": a painful involuntary spasmodic contraction of a muscle : a temporary paralysis of muscles from overuse
compare WRITER'S CRAMP : sharp abdominal pain : persistent and often intense though dull lower abdominal pain associated with dysmenorrhea"
"cramps",": a painful involuntary spasmodic contraction of a muscle : a temporary paralysis of muscles from overuse
compare WRITER'S CRAMP : sharp abdominal pain : persistent and often intense though dull lower abdominal pain associated with dysmenorrhea"
"cranberry",": the red acid berry produced by some plants (such as Vaccinium oxycoccos and V. macrocarpon) of the heath family : a plant producing these : any of various plants with a fruit that resembles a cranberry : a dark red"
"crane",": any of a family (Gruidae of the order Gruiformes) of tall wading birds superficially resembling the herons but structurally more nearly related to the rails : any of several herons : an often horizontal projection swinging about a vertical axis: such as : a machine for raising, shifting, and lowering heavy weights by means of a projecting swinging arm or with the hoisting apparatus supported on an overhead track : an iron arm in a fireplace for supporting kettles : a boom for holding a movie or television camera"
"cranes",": any of a family (Gruidae of the order Gruiformes) of tall wading birds superficially resembling the herons but structurally more nearly related to the rails : any of several herons : an often horizontal projection swinging about a vertical axis: such as : a machine for raising, shifting, and lowering heavy weights by means of a projecting swinging arm or with the hoisting apparatus supported on an overhead track : an iron arm in a fireplace for supporting kettles : a boom for holding a movie or television camera"
"crank",": a bent part of an axle or shaft or an arm keyed at right angles to the end of a shaft by which circular motion is imparted to or received from the shaft or by which reciprocating motion is changed into circular motion or vice versa : BEND : a twist or turn of speech : CONCEIT : CAPRICE, CROTCHET : an annoyingly eccentric person : one who is overly enthusiastic about a particular subject or activity : a bad-tempered person : GROUCH : CRYSTAL METH : an impure form of crystal meth"
"cranky",": given to fretful fussiness : readily angered when opposed : CROTCHETY : marked by eccentricity : full of twists and turns : TORTUOUS : working erratically : UNPREDICTABLE : SILLY, ECCENTRIC"
"crap",": DEFECATE"
"crappy",": markedly inferior in quality : not good or pleasant : LOUSY"
"crash",": to break violently and noisily : SMASH : to damage (an airplane) in landing : to cause to make a loud noise : to force (one's way) through with loud crashing noises : to enter or attend without invitation or without paying : to move toward aggressively (as in fighting for a rebound) : to cause (a computer system, component, or program) to crash"
"crashed",": to break violently and noisily : SMASH : to damage (an airplane) in landing : to cause to make a loud noise : to force (one's way) through with loud crashing noises : to enter or attend without invitation or without paying : to move toward aggressively (as in fighting for a rebound) : to cause (a computer system, component, or program) to crash"
"crashes",": to break violently and noisily : SMASH : to damage (an airplane) in landing : to cause to make a loud noise : to force (one's way) through with loud crashing noises : to enter or attend without invitation or without paying : to move toward aggressively (as in fighting for a rebound) : to cause (a computer system, component, or program) to crash"
"crashing",": UTTER, ABSOLUTE : SUPERLATIVE"
"crass",": GROSS sense 2a : having or indicating such grossness of mind as precludes delicacy and discrimination : being beneath one's dignity : guided by or indicative of base or materialistic values"
